Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
AS,318,SEA,SFO,6,600,134,1
9E,4329,RIC,DTW,5,979,121,0
9E,3881,ATL,TLH,3,1305,69,0
UA,739,MCO,DEN,5,430,256,
AA,59,JFK,SFO,6,420,405,0
CO,817,MSY,EWR,5,405,175,0
UA,217,IAD,SFO,2,762,368,0
WN,1467,RNO,PHX,4,950,105,1
F9,653,DEN,SFO,3,505,161,1
WN,857,MCO,STL,4,1005,155,1
AS,41,ANC,BET,6,420,78,0
OO,6347,ORD,ATW,3,905,49,0
DL,1636,DTW,BWI,6,1175,99,1
WN,561,LAX,MDW,7,835,240,1
OO,6423,PDX,SEA,2,1060,52,1
YV,2611,ILM,CLT,4,869,76,0
AA,1214,STL,LGA,3,665,145,0
XE,2175,BNA,IAH,4,372,137,0
EV,5208,DCA,BOS,3,535,93,0
FL,968,ATL,ACY,6,1260,116,0
WN,34,FLL,HOU,5,725,175,1
WN,3763,BWI,ALB,2,1080,70,1
UA,231,IAD,SAN,6,760,337,0
9E,3914,ATL,HSV,5,990,60,1
B6,458,FLL,BOS,5,1165,177,0
EV,5100,HSV,ATL,2,788,70,0
WN,840,PHX,LAS,2,525,65,0
CO,1508,CLE,DEN,1,520,210,
FL,518,CMH,ATL,6,1120,100,0
OH,6742,DTW,SDF,5,720,89,0
EV,5263,ATL,HPN,4,513,147,0
9E,3913,LBB,MEM,3,965,115,1
AA,1296,DFW,ATL,7,565,120,0
WN,2968,SAN,OAK,5,1165,85,1
FL,777,ATL,LAS,6,660,285,1
OO,6836,PAH,ORD,2,360,78,0
WN,24,MCI,MKE,4,910,80,1
OO,4494,BIL,SLC,2,1035,82,0
AA,1397,ORD,RSW,7,410,165,1
OH,6385,LGA,CVG,2,780,143,0
DL,1294,ATL,RDU,5,515,95,1
WN,765,BUR,SMF,4,720,75,1
OO,4454,SLC,AUS,5,590,168,1
9E,4089,TVC,DTW,3,614,71,0
B6,67,BUF,JFK,2,841,87,0
CO,1174,ORD,EWR,3,1100,142,1
XE,3084,CLE,LGA,2,1020,95,0
OH,6757,DCA,BOS,1,1075,97,1
WN,925,PDX,SMF,7,605,85,0
XE,2318,IAH,ATL,7,1060,124,1
XE,5919,CLE,IAD,4,360,75,0
FL,138,JAX,BWI,4,949,110,0
YV,2763,ELP,PHX,2,735,81,0
9E,3846,ROC,DTW,3,1158,92,1
OO,4581,SLC,SMF,3,910,100,1
XE,2494,MSP,IAH,3,885,176,1
DL,2537,BOS,MCO,7,880,204,0
MQ,3376,DFW,MSN,5,940,130,1
FL,529,ATL,MEM,2,1104,79,0
MQ,4328,ORD,LIT,3,690,110,1
US,1524,LAX,CLT,1,465,265,0
AA,1203,DFW,SEA,7,1135,260,0
DL,2471,SLC,PHX,3,1200,100,0
FL,759,HSV,MCO,1,715,113,0
9E,4222,SYR,DTW,7,574,111,1
US,1703,DCA,FLL,3,510,162,0
OH,6489,JFK,CVG,6,800,140,0
OO,6398,SFO,BOI,1,1145,92,1
WN,980,LAS,PHX,6,1020,70,1
US,1596,DFW,PHL,1,668,187,0
AA,1297,DFW,MIA,5,345,160,1
OO,4629,MCI,SLC,2,863,167,1
9E,3997,MLI,MEM,4,375,96,0
US,22,PHX,HNL,7,895,403,1
AS,153,OME,ANC,5,1267,88,1
OO,4824,SLC,COS,1,1015,97,0
AS,5,DCA,LAX,4,550,355,1
DL,2269,ATL,MCO,5,720,85,0
MQ,3080,LAX,SBA,4,810,40,1
AA,1019,CLT,DFW,1,400,185,
CO,255,PBI,EWR,7,1212,167,0
XE,2640,GRR,IAH,5,1101,179,0
B6,115,JFK,MSY,3,1248,211,1
US,1854,CLT,PVD,5,865,107,0
B6,265,SMF,LGB,2,1158,77,1
US,1471,ORD,CLT,2,970,111,1
MQ,4365,HSV,ORD,2,765,130,1
WN,3020,ABQ,DEN,7,915,80,
XE,5980,ROC,ORD,4,1054,121,1
WN,979,MSY,HOU,2,420,75,0
MQ,2774,DFW,CRP,2,1355,75,1
DL,2898,GRR,DTW,1,729,58,
AS,877,PDX,HNL,2,455,360,1
US,1221,FLL,DCA,5,840,146,1
EV,5192,ATL,MLI,6,988,117,1
XE,2895,IAH,CRP,5,700,68,0
CO,499,IAH,DEN,1,705,155,
FL,1050,ABE,MCO,3,1063,156,1
OO,6466,LAX,SLC,6,467,110,0
OO,6370,ONT,SFO,5,1130,85,0
OO,3046,MKE,DSM,3,740,68,
WN,1289,SMF,PHX,1,605,105,1
AA,2160,MIA,ATL,5,1295,120,1
AA,1525,LAX,SFO,5,1025,80,0
AA,185,JFK,LAX,6,1260,380,0
FL,1219,SRQ,MDW,3,740,166,0
XE,2550,IAH,CLT,3,855,136,0
CO,1014,DFW,IAH,2,415,64,0
DL,1894,ATL,PNS,7,1235,81,1
WN,1129,DAL,SAT,4,585,65,1
AS,151,ANC,OTZ,7,370,100,0
DL,2798,ATL,PWM,1,875,149,0
XE,2095,PIT,IAH,7,345,209,0
EV,5132,AGS,ATL,6,568,72,0
FL,117,ATL,TPA,2,996,79,0
HA,397,KOA,HNL,6,1248,42,0
B6,233,SLC,LGB,4,690,109,0
9E,4145,FWA,DTW,3,813,62,
YV,7260,DSM,ORD,1,1141,79,0
DL,1213,ATL,SRQ,6,1130,97,0
WN,2987,BWI,BNA,5,1045,125,1
MQ,3485,DFW,LIT,2,570,65,0
WN,1570,LAS,LAX,6,665,70,1
OH,6301,CVG,DFW,2,855,160,
OO,4630,MSP,MSN,5,1140,63,1
AA,1008,SAN,DFW,5,515,180,
AA,544,DFW,MCO,7,860,145,0
DL,2651,SLC,OAK,2,676,120,1
US,1055,PIT,CLT,7,1155,92,1
DL,2217,DTW,LAS,4,530,285,1
9E,4122,TUL,MEM,2,980,78,0
US,795,PIT,CLT,7,430,97,0
CO,279,IAH,SAT,5,715,61,0
XE,2563,EWR,STL,2,375,175,1
WN,921,MHT,BWI,3,1005,100,1
CO,677,PHL,IAH,2,738,227,1
OO,4696,OAK,SLC,4,609,107,1
UA,590,ORD,BDL,6,823,129,1
XE,2119,CLE,MCI,4,525,130,0
9E,3710,SBN,DTW,3,465,71,
AA,1268,MIA,DCA,5,720,140,0
DL,1062,MCO,LAX,4,1090,341,1
AA,2333,ORD,DFW,4,880,155,
B6,1242,CLT,BOS,5,730,121,0
AS,307,PSP,SFO,4,420,89,0
DL,2638,ATL,DCA,3,560,111,1
WN,166,SEA,STL,3,745,220,1
9E,3930,MSP,AZO,3,1160,87,0
OO,6944,LAX,CLD,3,825,41,0
AA,1901,STL,DFW,5,575,115,
YV,2606,CLT,CLE,6,1329,95,1
HA,120,HNL,KOA,1,526,42,0
CO,741,IAH,AUS,4,690,55,1
AA,1841,SDF,DFW,5,420,150,
US,1498,LAX,CLT,7,1365,262,0
UA,329,DEN,PHX,7,1165,117,0
YV,1048,HNL,ITO,7,510,49,0
US,163,SAN,CLT,2,675,267,0
CO,1137,EWR,DFW,1,960,244,
AA,1936,LAX,SFO,3,725,90,0
DL,1521,DTW,TPA,3,1040,158,0
WN,1786,PHX,MDW,7,885,205,1
YV,2876,PHX,ELP,5,970,72,0
MQ,2755,BMI,DFW,2,925,135,
UA,937,IAD,DEN,5,1050,239,
MQ,3877,PHL,ORD,5,635,145,0
DL,674,STT,ATL,4,952,253,0
UA,346,IAH,ORD,2,1051,154,0
WN,2991,SFO,LAX,3,1280,75,1
UA,725,ORD,PHX,4,554,237,0
UA,337,PHL,ORD,3,360,137,0
AA,568,ORD,FLL,1,440,170,0
AA,386,ORD,LGA,7,535,120,1
AS,16,SEA,MIA,6,1345,335,0
9E,3686,MEM,ICT,5,560,99,0
WN,1640,LAX,SMF,6,725,80,0
DL,1865,MCI,ATL,3,328,131,1
AA,32,LAX,JFK,6,825,320,0
EV,5056,ATL,SDF,1,515,93,0
WN,775,LAS,MSY,1,695,200,1
UA,912,DEN,PHX,3,596,129,0
DL,1476,PBI,DTW,3,942,178,1
WN,829,BUR,LAS,3,1015,65,1
DL,2093,BDL,MSP,4,495,183,0
AA,247,LAX,KOA,5,1050,345,1
US,627,PHX,OAK,1,1270,123,0
CO,1179,EWR,ORD,5,405,160,1
DL,1690,ATL,BDL,3,745,141,0
EV,5156,JAN,ATL,5,850,85,0
EV,7089,IAD,ROA,1,1325,57,1
AS,569,LAX,PDX,5,805,141,0
OO,6529,ELP,ORD,3,415,177,0
OO,6327,LAX,SAN,4,731,48,1
AA,788,MIA,STX,1,775,155,1
UA,756,DEN,IAH,3,650,150,1
OO,6674,GUC,DEN,4,439,57,
US,2123,BOS,LGA,3,600,79,0
YV,7278,JAX,ORD,3,700,156,1
AS,128,FAI,SEA,4,80,206,0
WN,3567,ABQ,BWI,3,505,215,1
DL,1681,EWR,DTW,3,1182,120,1
WN,2023,ONT,SMF,6,1135,80,1
US,1267,PHL,DFW,3,455,235,
XE,2246,IAH,ATL,3,445,118,0
DL,2668,DTW,RDU,1,1050,106,1
OH,6320,ATL,GSO,2,1130,88,0
OO,4883,SLC,BIL,3,1300,84,1
WN,2366,LAS,ONT,2,715,55,1
AA,2026,DFW,RSW,3,1105,140,0
OO,6311,LAX,PSP,3,1360,50,1
CO,363,PHX,CLE,4,485,225,0
WN,2016,LAX,SAT,2,480,165,1
XE,2397,CLE,MSP,2,1240,122,0
MQ,3025,LAX,SAN,1,400,45,0
WN,1225,HOU,BHM,7,1205,90,1
MQ,3327,JAN,DFW,4,965,95,
DL,1230,ATL,MSP,7,615,177,1
AA,1455,MIA,SFO,4,930,375,1
AA,1084,SJC,DFW,7,1040,190,
AA,1156,ORD,MIA,2,600,185,1
WN,667,TPA,JAX,1,710,50,0
DL,1070,ATL,JAX,3,1373,66,1
OO,7001,GUC,DEN,5,471,50,
CO,9,BOS,EWR,7,450,77,1
WN,3244,SAN,AUS,4,890,160,0
WN,484,LAS,PHX,2,615,70,1
UA,536,ORD,LGA,3,420,132,0
WN,669,SMF,LAS,3,360,80,1
AA,114,LAX,EWR,5,495,325,0
US,2178,DCA,LGA,6,960,76,0
WN,1029,LAS,LAX,4,1285,65,0
WN,1963,BOS,PHL,6,460,105,1
XE,2436,JAX,IAH,1,695,149,1
HA,336,HNL,OGG,6,805,39,0
OO,6941,ORD,COS,6,1079,156,1
MQ,3994,RST,ORD,2,795,75,0
EV,5198,ATL,HPN,5,970,135,1
AS,504,SEA,SNA,4,505,166,0
OO,4551,RDM,SLC,5,375,104,0
MQ,3029,LAX,DEN,4,1125,140,
FL,113,ATL,DFW,6,901,146,
WN,1062,TPA,SDF,3,905,130,1
OO,4536,RNO,SLC,1,615,86,1
OO,7021,PHX,LAX,1,360,85,0
WN,1326,MHT,MDW,1,390,165,0
WN,759,ABQ,DEN,5,770,75,
XE,2116,IAH,COS,5,1085,144,1
OH,6390,CVG,EWR,4,1140,126,1
XE,5934,FSD,ORD,5,360,96,0
DL,2960,MIA,ATL,7,390,123,0
9E,4375,ALB,DTW,4,1160,115,1
HA,263,ITO,HNL,3,972,49,0
MQ,2905,DFW,LIT,1,865,70,1
EV,4956,MEM,BOS,3,515,168,0
MQ,3378,GPT,DFW,1,655,110,
UA,241,ORD,SEA,6,735,275,1
AA,161,LAX,OGG,7,1035,360,0
UA,242,ORD,PVD,4,820,133,0
YV,2618,CLT,SDF,3,600,92,0
WN,647,TUL,DAL,2,660,60,0
WN,1458,SMF,ONT,7,620,75,1
B6,1254,IAD,BOS,5,980,90,0
EV,5022,MEM,LEX,5,575,80,0
WN,944,LAS,SLC,3,1055,80,1
WN,430,BHM,MSY,7,1030,70,1
AA,1767,DFW,PSP,6,770,190,0
WN,1185,MSY,LAS,1,470,240,0
FL,772,ATL,LAS,6,1188,285,1
OH,6709,CVG,STL,5,1230,95,0
FL,812,BOS,BWI,5,510,95,0
WN,473,TPA,BNA,3,400,115,1
F9,370,DEN,MKE,3,630,133,1
AS,875,SEA,LIH,1,1005,373,1
XE,2997,MSP,EWR,4,360,158,0
AA,1321,IAD,MIA,4,1015,170,1
DL,1882,SLC,DTW,6,1040,216,
OH,6645,DTW,LEX,3,825,79,0
MQ,3985,ORD,RST,6,505,70,0
EV,5160,GSO,ATL,6,829,91,1
WN,1294,SMF,LAX,1,860,80,1
9E,4161,MEM,AUS,2,565,117,0
UA,778,IAD,MCO,1,740,142,1
FL,39,MDW,ATL,3,879,112,0
HA,508,LIH,OGG,6,550,43,0
MQ,4528,CLE,LGA,7,1010,100,0
WN,2977,LGA,MDW,6,870,140,1
OO,6878,ORD,ATW,4,715,48,1
UA,519,MSP,SFO,7,1037,264,0
AA,343,ORD,AUS,6,1195,170,1
DL,1469,ATL,MCO,3,1215,85,1
WN,794,PHX,SAN,3,965,70,1
AA,580,DEN,ORD,7,1030,145,0
OO,3072,MKE,STL,4,645,74,0
DL,2849,DTW,SEA,4,1175,299,1
UA,936,DEN,IAD,2,705,195,0
XE,2473,MHT,EWR,1,960,87,1
DL,2725,MSP,SLC,5,865,169,1
XE,2611,SDF,IAH,3,1120,149,1
YV,2672,CLT,ILM,4,870,57,0
WN,826,BOI,SLC,7,1110,60,1
WN,1091,ELP,LAS,4,470,115,0
EV,5270,ATL,PHF,6,525,97,1
DL,2742,ATL,EWR,4,585,143,0
DL,2297,ATL,MSY,4,820,98,1
WN,3484,SEA,SMF,2,1145,105,0
9E,4021,LGA,CHS,4,939,145,0
OO,6369,BOI,DEN,1,596,108,
WN,1411,OAK,BUR,5,1000,65,1
WN,1481,DEN,SAN,4,520,145,1
XE,2298,IAH,IND,3,935,130,0
OO,6693,MCI,ORD,3,1013,92,1
OO,4785,SDF,MSP,4,800,125,1
HA,377,HNL,LIH,6,1196,36,0
WN,2263,HRL,SAT,4,1150,55,0
YV,2911,PHX,PSP,4,660,70,0
US,250,PHX,PHL,5,595,278,0
EV,5344,VPS,ATL,5,859,78,1
B6,766,BQN,MCO,4,240,169,0
AA,560,RNO,ORD,4,830,235,1
US,650,SFO,PHL,7,510,315,1
F9,834,SEA,DEN,2,893,152,
AA,728,DFW,LGA,3,755,200,1
WN,635,ORF,TPA,4,770,135,1
WN,2264,STL,LAX,1,1020,250,1
US,1747,PHL,LAS,3,470,342,1
EV,4991,ATL,MDT,7,505,115,0
OO,6903,TYS,ORD,2,918,107,0
OO,6220,RNO,SFO,2,1238,69,1
WN,808,LAS,PHX,6,795,70,0
CO,287,EWR,SNA,2,520,384,0
OO,4443,MSP,AUS,6,1050,187,0
OO,4598,SFO,SLC,7,1091,109,1
XE,5998,ABE,ORD,7,435,136,0
WN,1375,SAN,TUS,7,1165,70,1
OH,6642,ORF,JFK,4,630,82,1
AA,417,DFW,AUS,4,1350,55,1
AA,1069,DFW,DEN,1,1300,120,
OO,6341,LAX,SAN,2,1125,47,0
XE,5994,BNA,ORD,6,484,107,1
AA,2127,PHL,MIA,3,365,175,0
WN,812,BWI,PVD,4,465,70,0
FL,810,BOS,BWI,4,990,92,0
AA,743,DFW,LAX,4,995,205,1
MQ,2781,DFW,GRR,1,1170,145,0
AA,2303,ORD,DFW,6,420,155,
XE,2535,SDF,EWR,4,391,118,0
MQ,3346,SDF,DFW,5,725,150,
DL,2296,MSP,LGA,2,1035,168,1
DL,1513,ATL,DTW,1,1080,125,1
CO,594,LAX,IAH,1,1020,185,1
DL,1209,BOS,SLC,5,380,342,0
HA,398,HNL,KOA,2,1175,43,1
XE,2567,BNA,EWR,4,1019,134,1
B6,1278,RIC,BOS,7,402,93,0
WN,3159,SAN,LAS,3,890,70,1
EV,5582,ATL,MOB,1,745,78,0
EV,5540,SHV,ATL,7,732,103,1
WN,2377,PIT,MCO,4,375,150,1
WN,1228,LAX,SAT,2,780,165,1
9E,3683,ITH,DTW,3,360,103,1
9E,3723,ATL,DSM,5,1290,144,
WN,1451,LAX,PHX,5,790,75,1
WN,1628,STL,MDW,3,680,60,1
AA,2428,DFW,AUS,6,900,60,1
WN,477,MDW,SEA,4,530,285,1
AA,1195,DFW,AUS,7,1280,55,0
FL,274,ATL,BOS,4,891,144,1
AA,1646,DFW,MIA,3,650,155,0
OO,4720,PHX,SLC,5,659,106,0
AS,518,SEA,SNA,5,1180,159,1
AA,280,LAX,MIA,5,550,285,1
AA,1636,ELP,DFW,5,570,105,
XE,2260,EWR,CVG,6,1080,124,0
DL,1663,IAD,SLC,1,445,302,1
US,1735,LAX,CLT,5,465,265,0
DL,1744,DTW,DCA,3,625,92,
MQ,3280,CRP,DFW,7,360,80,
XE,2298,IAH,IND,3,935,133,1
AA,1387,ORD,LAS,3,880,250,0
MQ,4310,CLT,ORD,6,670,125,0
AA,1158,DFW,SAT,5,990,70,0
OH,6333,DTW,CVG,6,1052,78,1
AA,664,FLL,JFK,3,705,170,0
HA,157,OGG,HNL,1,735,34,0
MQ,3606,ATL,MIA,7,590,130,0
AS,233,SAN,SEA,1,1025,170,1
AS,316,SEA,SFO,3,880,123,1
DL,1530,ATL,DTW,7,885,120,
F9,491,DEN,CAK,2,1145,166,1
DL,1463,DCA,MSP,4,1205,174,0
B6,525,EWR,MCO,7,841,165,1
OH,6522,CVG,BDL,2,930,119,1
AA,395,MIA,DFW,4,645,200,
MQ,2716,DFW,EVV,5,895,110,1
F9,231,BNA,DEN,4,880,173,
XE,3159,SDF,IAH,4,875,151,1
AA,1512,SFO,ORD,4,670,255,0
AS,865,SEA,KOA,7,520,376,0
FL,201,ATL,CAK,3,822,93,0
CO,811,EWR,IAH,2,990,233,0
EV,4955,MOB,ATL,3,640,74,0
OO,4636,MSP,FAR,6,1165,64,0
WN,214,ALB,BWI,7,1030,80,0
DL,2254,ATL,CMH,3,965,92,1
US,1222,DFW,CLT,3,625,142,0
9E,3949,PVD,DTW,7,345,135,
DL,2059,ATL,SAT,4,1308,166,0
AA,2287,DFW,EGE,2,730,140,1
CO,1580,SEA,EWR,2,450,305,1
XE,5906,DSM,ORD,4,897,81,1
DL,2350,PDX,ATL,6,722,278,1
UA,191,MCO,ORD,6,682,176,0
WN,1217,OAK,LAX,2,450,75,0
WN,3079,BNA,STL,3,930,65,1
UA,502,ORD,LGA,4,1085,125,0
OH,6618,MBS,DTW,1,1030,74,
DL,2330,MSP,MEM,7,660,125,1
9E,3835,LGA,SAV,6,540,155,0
B6,1421,PDX,LGB,4,450,135,0
EV,4948,ATL,SWF,3,1076,137,0
AA,1871,DFW,LAS,6,660,180,0
EV,5284,HSV,ATL,4,680,60,0
B6,682,DCA,BOS,3,720,83,0
US,960,BNA,CLT,7,780,74,0
WN,1066,PVD,MDW,2,720,165,1
XE,2695,IAH,BHM,3,930,94,0
OO,6232,LAS,FAT,4,513,88,0
US,596,PHX,MCI,3,1195,153,0
OO,3044,MKE,DSM,7,1250,68,
OO,6856,CMH,DEN,2,1167,203,
WN,294,OMA,MDW,5,695,80,1
MQ,3347,SGF,DFW,5,780,85,
WN,2903,SJC,SAN,4,395,80,1
EV,5028,LIT,ATL,5,896,92,0
US,796,LAX,PHL,4,670,305,1
MQ,3350,MOB,DFW,1,690,115,
AA,2075,EWR,DFW,2,1185,245,
MQ,4186,LSE,ORD,6,425,70,0
WN,378,SAT,DAL,3,1025,55,1
B6,1228,RDU,BOS,7,1215,100,0
AS,124,FAI,SEA,2,525,225,1
WN,987,MDW,DEN,3,595,165,
B6,395,LGA,MCO,5,885,174,1
OH,6385,LGA,CVG,2,779,147,0
DL,2746,IND,MSP,1,936,113,1
MQ,3640,CMH,MIA,1,425,170,1
MQ,3485,DFW,LIT,5,600,65,1
DL,2734,RSW,MSP,3,450,224,0
XE,2589,CLE,MCI,4,1245,129,1
MQ,4199,EVV,ORD,2,375,85,0
FL,961,MCO,CAK,7,841,137,1
AA,1951,DFW,SMF,1,1265,225,0
OO,6358,SBA,LAX,1,1186,44,1
DL,1412,ATL,ORD,2,735,125,0
FL,135,ATL,TPA,3,610,90,0
DL,2183,MSY,LGA,3,690,167,0
EV,5072,ATL,BMI,2,885,108,0
9E,3845,AVP,DTW,5,360,105,
AS,511,SNA,SEA,7,1080,170,0
WN,1657,BNA,BDL,1,1190,135,1
OO,6660,LAX,FAT,1,983,72,1
9E,3824,PIT,MSP,3,1016,146,1
WN,948,SAN,SJC,2,1230,80,0
WN,881,RNO,SJC,5,1100,60,1
WN,1202,BDL,MDW,1,1010,160,1
EV,7316,MEM,IAH,4,825,103,0
OO,6668,DEN,FAR,5,605,113,1
AS,669,AUS,SEA,3,1095,254,1
DL,1943,EWR,ATL,1,363,155,1
OO,6550,TUS,DEN,5,435,116,
WN,2142,CMH,STL,6,585,90,1
US,912,CLT,BWI,2,1200,83,1
DL,2612,TPA,MSP,4,845,205,0
OO,4776,SLC,PSC,6,916,99,0
OO,4597,GJT,SLC,3,904,63,0
WN,1538,SMF,LAS,6,530,80,1
MQ,3758,AUS,ORD,5,705,155,1
AA,1777,JFK,MCO,2,479,180,0
YV,7259,CLT,IAD,4,367,79,0
DL,2030,MEM,SAT,4,1180,125,0
AA,2462,LAX,DFW,1,1090,170,
EV,5094,ATL,ECP,2,1305,66,0
OO,6955,MKE,ORD,7,1171,49,0
9E,3930,MSP,AZO,3,1160,87,0
WN,1057,LAS,DEN,1,810,115,
F9,146,DEN,HOU,4,707,137,1
WN,2893,BHM,MCO,6,845,90,1
UA,377,PHX,DEN,5,940,107,
DL,2405,DTW,MKE,3,525,86,1
WN,518,PHL,BOS,5,920,75,1
MQ,4578,CLT,LGA,7,530,115,1
WN,109,DEN,SEA,5,515,185,1
EV,7120,LGA,IAD,1,1001,84,1
F9,400,LAX,DEN,3,545,140,
9E,4122,TUL,MEM,3,980,78,0
AA,1427,TPA,DFW,5,1110,175,
WN,8,HRL,HOU,2,385,60,0
MQ,2810,SHV,DFW,1,375,60,
WN,593,OAK,DEN,2,780,145,
FL,1226,PIT,FLL,5,1094,165,0
WN,1976,MCI,DAL,2,1045,95,1
DL,1198,RSW,DTW,4,500,174,
MQ,4071,ORD,XNA,4,790,105,0
OO,4740,LAX,LAS,2,675,68,1
XE,5910,ORD,BHM,2,1170,108,1
AA,5,DFW,HNL,6,820,520,1
AA,410,MIA,BNA,6,1305,135,0
B6,455,BOS,FLL,6,682,203,1
OH,6735,BOS,RDU,2,585,144,0
WN,2006,TPA,PIT,7,620,140,1
OH,6565,CVG,JAX,4,1235,115,0
HA,266,HNL,OGG,7,1045,37,1
AA,1776,DFW,PHL,6,405,185,0
DL,2770,MEM,MSP,6,965,132,0
AA,1592,DFW,MCO,5,745,145,1
YV,7251,MEM,ORD,2,875,108,0
EV,7111,IAD,DAY,2,503,88,1
YV,1052,HNL,OGG,6,610,35,0
WN,39,HOU,ECP,3,1045,90,1
AA,1273,DFW,RNO,4,565,220,1
EV,5127,ATL,HSV,4,764,56,0
MQ,4555,LGA,CMH,3,1150,120,0
US,980,RDU,CLT,5,970,63,0
OO,6737,FSD,DEN,6,1154,103,
MQ,4319,ORD,HSV,1,790,105,1
DL,2298,SRQ,ATL,3,420,105,0
OO,4558,SLC,TUL,5,826,142,0
WN,1158,SNA,PHX,4,1125,75,1
OO,6237,FAT,LAS,3,877,80,1
WN,1270,SAN,TUS,1,480,70,0
EV,5004,OAJ,ATL,1,992,97,0
DL,2222,ATL,CLT,1,505,86,0
EV,4999,BWI,CVG,5,1075,110,0
AS,610,SEA,LAS,5,755,148,1
US,343,IAH,PHX,6,480,186,0
AA,1898,ELP,DFW,6,720,100,
AA,2227,JFK,LAS,3,1165,360,1
FL,1411,CAK,RSW,5,437,176,0
XE,5894,IAD,BNA,5,1332,116,0
MQ,2713,DFW,JAN,1,645,75,0
DL,1925,BWI,ATL,1,600,125,0
WN,1060,PDX,OAK,1,1075,105,1
EV,5445,MSN,DCA,7,740,121,
EV,5527,ATL,BQK,4,917,67,0
CO,577,RSW,EWR,1,1115,180,0
OH,6570,ORD,JFK,6,687,149,0
DL,2543,EWR,ATL,5,820,150,1
AA,536,DFW,ATL,3,400,125,0
DL,1101,IAH,ATL,6,570,122,0
EV,5210,JAN,MEM,2,715,68,1
OO,6372,SBA,LAX,3,884,46,1
OH,6595,JFK,ORD,1,936,174,1
9E,3832,DSM,MEM,4,683,95,0
9E,4333,ATL,SGF,2,1165,114,1
FL,234,RIC,ATL,4,388,107,0
WN,1669,MCO,BWI,5,1110,125,1
OO,4584,RAP,MSP,1,710,94,0
MQ,2729,DFW,ABI,2,735,50,1
WN,3342,LAX,HOU,4,1095,180,1
MQ,2909,DFW,TYS,7,1110,115,0
UA,459,LGA,ORD,2,450,157,0
XE,3055,SAV,IAH,3,1064,156,0
YV,7262,IAD,CLT,1,1020,94,1
OO,4737,CMH,MSP,7,395,137,1
EV,7110,IAD,PWM,6,1013,92,0
EV,5002,OAJ,ATL,7,830,103,0
AS,473,LAX,PDX,5,1265,146,1
AA,32,LAX,JFK,6,825,320,0
OO,7002,LAX,SEA,3,1260,164,0
UA,438,LAX,ORD,7,1063,237,1
AA,1288,MSY,DFW,4,1015,100,
WN,595,SJC,RNO,7,520,55,0
EV,4958,OMA,ATL,7,836,134,1
F9,360,DEN,TPA,3,1000,196,0
DL,2481,ORF,ATL,2,345,120,0
9E,3807,DTW,MBS,5,735,52,0
WN,1345,LIT,DAL,1,575,65,1
FL,35,MDW,ATL,4,837,112,1
UA,462,LAX,DEN,7,1195,135,
OH,6286,LGA,CVG,4,629,145,1
OO,4647,SLC,GTF,3,671,89,0
AA,663,JFK,FLL,3,455,195,0
DL,2078,ATL,MDW,1,580,118,0
OO,4521,GJT,SLC,4,915,60,0
DL,1286,ORF,ATL,4,883,117,1
WN,826,LAS,PDX,4,795,140,0
OO,6411,SBP,LAX,3,863,61,1
UA,783,IAD,ABQ,6,1170,263,1
CO,1511,IAH,SNA,2,1050,222,0
AA,520,SMF,DFW,1,900,200,
EV,7076,IAD,SAV,5,483,105,1
AA,1767,SAT,DFW,4,645,70,
EV,7079,IAD,CAE,5,745,87,1
MQ,3984,ORD,DAY,2,515,70,1
9E,3990,MEM,SGF,4,560,75,0
OO,4816,SLC,DEN,3,920,88,
WN,12,DAL,OKC,5,625,50,1
FL,761,MCO,HSV,5,920,100,0
CO,73,IAH,HNL,4,705,505,0
B6,667,BUF,MCO,2,553,167,0
F9,282,DEN,STL,3,1145,119,1
WN,1142,BWI,BOS,7,715,80,1
MQ,2799,DFW,TXK,4,930,50,0
DL,2486,ATL,LGA,7,940,134,1
WN,20,HOU,DAL,7,660,55,1
OO,6388,DEN,ABQ,4,919,70,0
OO,6523,PHX,LAX,7,395,85,0
OO,6756,SFO,SMF,3,1386,47,0
MQ,2772,XNA,DFW,6,1140,75,
DL,1774,ATL,MKE,4,1310,127,0
US,1157,PHL,RSW,7,600,188,0
MQ,3958,ORD,ROC,4,810,100,0
MQ,4214,MCI,ORD,7,1175,95,0
XE,2647,MCI,IAH,7,360,122,0
AS,867,SEA,OGG,5,985,373,0
9E,3983,DTW,SBN,3,730,58,0
WN,934,SNA,LAS,5,1100,65,1
YV,2851,PHX,YUM,4,1064,71,1
WN,1381,DAL,AUS,3,1065,55,1
AA,755,ORD,SAT,5,650,175,1
US,1924,ATL,CLT,3,550,91,1
9E,4137,ORF,DTW,2,1115,125,
9E,3764,DTW,SWF,4,875,103,1
MQ,3181,SJC,LAX,6,775,75,1
DL,2957,BNA,DTW,2,825,105,
9E,4188,ATL,ROC,4,1050,123,0
AA,1776,DFW,PHL,1,405,185,0
MQ,4099,ORD,AVP,7,630,110,1
UA,222,ORD,BDL,7,1094,129,1
XE,2065,IAH,RIC,6,600,153,0
UA,205,BOS,IAD,2,500,107,0
YV,2715,TUS,PHX,2,960,50,0
XE,2188,RIC,EWR,4,775,92,1
AA,383,DFW,TUS,5,1170,145,0
CO,652,IAH,SLC,4,1085,197,1
XE,2520,IAH,CVG,1,625,135,0
FL,478,ATL,BWI,4,1335,104,0
