,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
17464,Z,ERRORABC123!?,8,4,6,ERRORABC123!?,ERRORABC123!?,6,5,ERRORABC123!?,ERRORABC123!?,5,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?
17465,S,6,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,5,8
17466,P,ERRORABC123!?,7,ERRORABC123!?,4,2,ERRORABC123!?,13,7,ERRORABC123!?,11,6,ERRORABC123!?,1,10,4,8
17467,U,ERRORABC123!?,ERRORABC123!?,4,6,2,ERRORABC123!?,5,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
17468,Z,3,2,4,4,ERRORABC123!?,7,7,ERRORABC123!?,10,ERRORABC123!?,6,8,1,ERRORABC123!?,7,8
17469,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,6,4,8,5,ERRORABC123!?,ERRORABC123!?,8,3,ERRORABC123!?,3,7,5,9
17470,D,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,5,9,6,4,3,8,ERRORABC123!?,7
17471,Q,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,8,ERRORABC123!?,6,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,8,5,7
17472,ERRORABC123!?,4,ERRORABC123!?,4,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,7,3,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11
17473,ERRORABC123!?,3,5,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,9,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,3,9
17474,ERRORABC123!?,2,2,4,4,2,8,2,2,2,ERRORABC123!?,2,8,ERRORABC123!?,6,3,ERRORABC123!?
17475,G,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,7,ERRORABC123!?,5,10,ERRORABC123!?,9,2,ERRORABC123!?,ERRORABC123!?,9
17476,N,ERRORABC123!?,10,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,7,ERRORABC123!?,6,3,ERRORABC123!?,3,8
17477,ERRORABC123!?,7,ERRORABC123!?,9,8,6,7,8,2,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17478,V,3,1,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,2,10,ERRORABC123!?,8
17479,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,5,8,ERRORABC123!?,6,ERRORABC123!?,9,ERRORABC123!?
17480,C,5,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,10,3,ERRORABC123!?,7,ERRORABC123!?
17481,R,4,6,4,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,9,ERRORABC123!?,7,ERRORABC123!?,9,3,7,6,ERRORABC123!?
17482,F,2,3,ERRORABC123!?,1,ERRORABC123!?,7,9,2,ERRORABC123!?,13,6,5,ERRORABC123!?,9,2,8
17483,O,5,ERRORABC123!?,ERRORABC123!?,8,6,7,8,ERRORABC123!?,3,ERRORABC123!?,8,8,4,7,ERRORABC123!?,ERRORABC123!?
17484,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6,4,ERRORABC123!?,7,9,6,7,6,5,ERRORABC123!?,8,ERRORABC123!?,9
17485,H,4,7,5,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,4,ERRORABC123!?,5,8,3,7,6,ERRORABC123!?
17486,C,ERRORABC123!?,9,4,4,ERRORABC123!?,7,8,ERRORABC123!?,ERRORABC123!?,9,8,10,ERRORABC123!?,9,ERRORABC123!?,11
17487,V,ERRORABC123!?,3,3,2,1,ERRORABC123!?,12,2,ERRORABC123!?,ERRORABC123!?,10,9,2,ERRORABC123!?,ERRORABC123!?,8
17488,ERRORABC123!?,ERRORABC123!?,0,2,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,8,ERRORABC123!?,ERRORABC123!?
17489,X,3,4,ERRORABC123!?,3,2,ERRORABC123!?,ERRORABC123!?,1,8,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,3,8
17490,M,8,ERRORABC123!?,ERRORABC123!?,8,9,ERRORABC123!?,6,ERRORABC123!?,5,9,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17491,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,4,1,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,0,7,2,ERRORABC123!?
17492,ERRORABC123!?,ERRORABC123!?,7,6,5,3,8,ERRORABC123!?,2,9,11,5,ERRORABC123!?,ERRORABC123!?,8,5,10
17493,O,ERRORABC123!?,8,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,8,8,7,ERRORABC123!?,9,3,ERRORABC123!?,4,8
17494,Z,3,3,4,5,ERRORABC123!?,7,7,ERRORABC123!?,13,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
17495,ERRORABC123!?,4,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,3,ERRORABC123!?
17496,F,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,10,3,ERRORABC123!?,13,7,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,7
17497,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17498,ERRORABC123!?,2,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,8,4,ERRORABC123!?,3,11,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?
17499,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,4,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,1,ERRORABC123!?
17500,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,4,2,7,7,ERRORABC123!?,ERRORABC123!?,5,6,8,6,8,0,8
17501,P,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,4,10,7,2,2,11,4,ERRORABC123!?
17502,ERRORABC123!?,2,ERRORABC123!?,4,4,ERRORABC123!?,6,4,ERRORABC123!?,9,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,7,2,8
17503,N,ERRORABC123!?,ERRORABC123!?,6,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,1,5,ERRORABC123!?,9,1,ERRORABC123!?
17504,M,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,13,2,ERRORABC123!?,9,ERRORABC123!?,9,6,ERRORABC123!?,ERRORABC123!?
17505,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,4,5,8,12,4,12,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?
17506,ERRORABC123!?,2,ERRORABC123!?,3,4,1,7,7,3,13,9,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,8,8
17507,V,6,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,12,8,2,ERRORABC123!?,ERRORABC123!?,8
17508,ERRORABC123!?,ERRORABC123!?,2,4,3,ERRORABC123!?,ERRORABC123!?,7,3,9,ERRORABC123!?,6,8,3,8,6,7
17509,C,4,10,6,ERRORABC123!?,5,8,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?,4,8
17510,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,4,7,6,7,9,ERRORABC123!?,5,3
17511,Z,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,8,7,ERRORABC123!?,ERRORABC123!?,6,6,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17512,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,5,ERRORABC123!?,7,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
17513,I,ERRORABC123!?,11,5,8,3,9,ERRORABC123!?,0,8,14,5,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17514,G,ERRORABC123!?,9,7,7,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,6,6,12,3,9,5,ERRORABC123!?
17515,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,3,7,5,ERRORABC123!?,7,7,13,0,ERRORABC123!?,7,9
17516,D,3,ERRORABC123!?,5,3,3,7,ERRORABC123!?,6,7,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,7
17517,ERRORABC123!?,5,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,6,9,ERRORABC123!?,7,3,8,ERRORABC123!?,9
17518,ERRORABC123!?,6,9,8,7,8,8,6,7,3,8,ERRORABC123!?,7,4,6,7,10
17519,U,4,5,5,ERRORABC123!?,2,4,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,9,8,ERRORABC123!?,9,2,ERRORABC123!?
17520,D,2,ERRORABC123!?,ERRORABC123!?,3,2,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,2,8,2,ERRORABC123!?
17521,S,ERRORABC123!?,3,3,2,1,7,8,3,7,10,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6
17522,ERRORABC123!?,ERRORABC123!?,11,4,6,3,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,4,11,3,ERRORABC123!?,ERRORABC123!?,8
17523,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,1,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,7,5,9
17524,L,1,0,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,5,ERRORABC123!?,ERRORABC123!?,2,5,0,8,ERRORABC123!?,8
17525,F,3,2,4,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,3,ERRORABC123!?
17526,ERRORABC123!?,3,4,ERRORABC123!?,ERRORABC123!?,2,6,7,ERRORABC123!?,ERRORABC123!?,8,5,ERRORABC123!?,1,9,4,ERRORABC123!?
17527,T,2,5,4,4,3,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,ERRORABC123!?,8,3,9,6,7
17528,ERRORABC123!?,3,7,ERRORABC123!?,6,2,8,8,ERRORABC123!?,5,ERRORABC123!?,8,9,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?
17529,M,3,ERRORABC123!?,ERRORABC123!?,3,4,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7,6,2,7
17530,M,11,ERRORABC123!?,11,8,6,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,3,7
17531,C,ERRORABC123!?,4,4,3,ERRORABC123!?,4,7,ERRORABC123!?,7,10,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,3,8
17532,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,4,3,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,9,5,7,2,8,ERRORABC123!?,ERRORABC123!?
17533,B,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17534,U,5,8,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,14,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,9,0,8
17535,O,4,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,8,5,ERRORABC123!?,ERRORABC123!?,11,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17536,O,4,6,6,5,ERRORABC123!?,7,5,5,4,8,4,7,3,7,ERRORABC123!?,ERRORABC123!?
17537,C,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,11,ERRORABC123!?,8,5,11
17538,K,6,ERRORABC123!?,9,7,7,ERRORABC123!?,8,2,ERRORABC123!?,10,ERRORABC123!?,11,4,7,4,6
17539,E,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,5,8,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,8,6,ERRORABC123!?
17540,C,ERRORABC123!?,7,ERRORABC123!?,5,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,ERRORABC123!?,14,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?
17541,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,7,ERRORABC123!?,4,6,6,8,7,8,6,7
17542,A,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,2,6,4,3,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?
17543,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,8,3,ERRORABC123!?,4,ERRORABC123!?,3,7,ERRORABC123!?,ERRORABC123!?
17544,E,3,6,4,4,4,7,7,ERRORABC123!?,ERRORABC123!?,7,7,ERRORABC123!?,3,8,6,9
17545,S,6,9,7,ERRORABC123!?,5,7,8,3,7,10,ERRORABC123!?,8,2,ERRORABC123!?,ERRORABC123!?,6
17546,E,2,ERRORABC123!?,3,5,3,3,ERRORABC123!?,5,9,7,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,6,ERRORABC123!?
17547,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,8,9,7,7,ERRORABC123!?,4,ERRORABC123!?,6,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6
17548,S,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,13,9,10,ERRORABC123!?,10,3,8
17549,Z,2,5,ERRORABC123!?,ERRORABC123!?,2,7,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,7
17550,ERRORABC123!?,6,11,9,ERRORABC123!?,ERRORABC123!?,10,6,3,ERRORABC123!?,ERRORABC123!?,3,7,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
17551,V,8,11,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,ERRORABC123!?,ERRORABC123!?,9,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?
17552,K,5,8,8,6,4,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,6
17553,ERRORABC123!?,3,7,5,ERRORABC123!?,3,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
17554,K,ERRORABC123!?,ERRORABC123!?,6,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,7
17555,ERRORABC123!?,ERRORABC123!?,15,ERRORABC123!?,8,4,8,ERRORABC123!?,ERRORABC123!?,2,9,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,6
17556,M,7,10,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,5,7,5,8,6,ERRORABC123!?,ERRORABC123!?,8
17557,ERRORABC123!?,4,6,5,ERRORABC123!?,ERRORABC123!?,8,7,3,8,ERRORABC123!?,ERRORABC123!?,7,2,8,ERRORABC123!?,8
17558,ERRORABC123!?,2,ERRORABC123!?,3,4,1,7,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,2,8,ERRORABC123!?,ERRORABC123!?
17559,C,2,6,3,4,ERRORABC123!?,4,7,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,11,1,9,4,9
17560,E,4,ERRORABC123!?,4,7,ERRORABC123!?,3,7,6,10,7,ERRORABC123!?,14,0,8,8,7
17561,B,4,9,4,ERRORABC123!?,3,6,6,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,9,ERRORABC123!?
17562,W,2,1,3,2,2,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17563,K,ERRORABC123!?,10,6,8,6,7,ERRORABC123!?,ERRORABC123!?,4,7,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10
17564,ERRORABC123!?,4,9,4,6,2,7,7,ERRORABC123!?,14,9,ERRORABC123!?,8,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17565,C,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,4,4,ERRORABC123!?,ERRORABC123!?,7,13,10,ERRORABC123!?,2,10,ERRORABC123!?,ERRORABC123!?
17566,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,7,0,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?
17567,ERRORABC123!?,2,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,5,9,1,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,8,ERRORABC123!?,8
17568,ERRORABC123!?,4,7,6,5,4,7,10,ERRORABC123!?,ERRORABC123!?,13,6,4,0,10,3,9
17569,E,5,ERRORABC123!?,7,7,ERRORABC123!?,6,7,3,6,ERRORABC123!?,7,11,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?
17570,V,6,ERRORABC123!?,ERRORABC123!?,7,3,5,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,4,11,2,ERRORABC123!?
17571,ERRORABC123!?,4,8,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,9,4,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,2,10,ERRORABC123!?,ERRORABC123!?
17572,S,3,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,10,5,7,ERRORABC123!?,0,9,9,8
17573,ERRORABC123!?,4,10,5,ERRORABC123!?,ERRORABC123!?,7,7,5,8,ERRORABC123!?,6,9,ERRORABC123!?,8,8,8
17574,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,1,8,ERRORABC123!?,4,8,ERRORABC123!?,ERRORABC123!?,3,8
17575,K,3,4,4,6,2,3,7,ERRORABC123!?,ERRORABC123!?,7,6,11,ERRORABC123!?,ERRORABC123!?,2,11
17576,I,1,4,2,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?
17577,P,ERRORABC123!?,4,ERRORABC123!?,5,2,4,ERRORABC123!?,8,3,10,6,4,ERRORABC123!?,10,3,8
17578,L,3,ERRORABC123!?,ERRORABC123!?,5,2,8,4,1,7,9,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,2,ERRORABC123!?
17579,ERRORABC123!?,3,8,ERRORABC123!?,ERRORABC123!?,6,7,7,3,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,6,11,6,6
17580,F,ERRORABC123!?,10,5,6,ERRORABC123!?,7,10,2,ERRORABC123!?,11,ERRORABC123!?,5,4,ERRORABC123!?,ERRORABC123!?,7
17581,R,2,1,ERRORABC123!?,ERRORABC123!?,1,ERRORABC123!?,ERRORABC123!?,8,3,ERRORABC123!?,5,7,2,7,4,ERRORABC123!?
17582,H,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,3,8,7,ERRORABC123!?,ERRORABC123!?,10,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?
17583,B,2,3,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,8,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,1,8,5,ERRORABC123!?
17584,Q,2,4,3,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,2,ERRORABC123!?,ERRORABC123!?,8
17585,Y,2,ERRORABC123!?,4,4,2,6,ERRORABC123!?,1,7,7,ERRORABC123!?,9,ERRORABC123!?,11,ERRORABC123!?,ERRORABC123!?
17586,V,4,7,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,5,5,8,ERRORABC123!?,8,6,ERRORABC123!?,ERRORABC123!?,7
17587,ERRORABC123!?,ERRORABC123!?,8,4,5,2,7,ERRORABC123!?,ERRORABC123!?,1,7,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?
17588,ERRORABC123!?,1,9,0,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,6,8,0,ERRORABC123!?,0,8
17589,N,2,3,2,ERRORABC123!?,2,7,9,6,3,ERRORABC123!?,ERRORABC123!?,8,4,8,ERRORABC123!?,ERRORABC123!?
17590,ERRORABC123!?,1,0,2,1,1,7,ERRORABC123!?,11,1,ERRORABC123!?,6,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?
17591,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,ERRORABC123!?,3,4,9,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,8
17592,ERRORABC123!?,4,ERRORABC123!?,5,ERRORABC123!?,2,ERRORABC123!?,3,ERRORABC123!?,6,7,13,8,ERRORABC123!?,9,0,ERRORABC123!?
17593,F,2,3,ERRORABC123!?,1,1,ERRORABC123!?,12,3,4,ERRORABC123!?,7,ERRORABC123!?,1,9,1,7
17594,ERRORABC123!?,ERRORABC123!?,1,2,ERRORABC123!?,1,ERRORABC123!?,6,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,1,ERRORABC123!?,ERRORABC123!?,7
17595,L,ERRORABC123!?,11,8,ERRORABC123!?,6,10,3,1,7,10,2,ERRORABC123!?,3,6,4,ERRORABC123!?
17596,P,3,4,3,6,2,3,14,8,ERRORABC123!?,ERRORABC123!?,7,3,0,10,ERRORABC123!?,8
17597,ERRORABC123!?,11,11,10,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,10,ERRORABC123!?,8,12,ERRORABC123!?,7
17598,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,13,9,15,8,7,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,12,10,10,4
17599,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,3,ERRORABC123!?,ERRORABC123!?,10,3,ERRORABC123!?,12,5,3,1,10,2,ERRORABC123!?
17600,ERRORABC123!?,0,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,7,7,4,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?,0,ERRORABC123!?
17601,T,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,10,2,ERRORABC123!?,13,7,5,ERRORABC123!?,8,4,4
17602,Z,5,8,ERRORABC123!?,6,4,ERRORABC123!?,7,2,10,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,7,6,7
17603,F,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,6,4,ERRORABC123!?,10,2,5,ERRORABC123!?,7,5,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?
17604,ERRORABC123!?,2,2,2,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,7,ERRORABC123!?,8,7,6,ERRORABC123!?,0,8,3,ERRORABC123!?
17605,H,ERRORABC123!?,10,ERRORABC123!?,ERRORABC123!?,5,8,7,ERRORABC123!?,ERRORABC123!?,10,7,7,ERRORABC123!?,11,5,ERRORABC123!?
17606,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,4,ERRORABC123!?,ERRORABC123!?,7,4,3,8,5,ERRORABC123!?,ERRORABC123!?,9,10,10
17607,N,ERRORABC123!?,12,ERRORABC123!?,6,4,3,11,6,3,14,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,ERRORABC123!?,0,8
17608,E,ERRORABC123!?,11,4,6,3,7,8,ERRORABC123!?,4,10,5,9,3,9,ERRORABC123!?,10
17609,ERRORABC123!?,5,10,5,7,ERRORABC123!?,7,ERRORABC123!?,ERRORABC123!?,5,ERRORABC123!?,ERRORABC123!?,8,ERRORABC123!?,ERRORABC123!?,0,ERRORABC123!?
