median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
276200,5.0574,-9999999,3404,628,1641,585,38.34,P
293900,5.2769,18,2399,389,1131,391,38.36,P
305000,4.4437,16,1762,293,810,297,38.37,P
267500,5.7664,16,2017,369,931,336,38.38,P
209500,3.4471,31,1534,-9999999,716,288,38.44,P
268300,5.1512,28,2388,437,1015,381,38.42,P
172200,4.0446,36,1987,387,1065,347,38.43,P
269800,4.6705,19,1968,350,852,308,38.43,P
296800,4.511,22,2900,538,1445,-9999999,38.4,P
132500,2.6161,30,3977,930,1387,582,38.49,P
120000,2.0556,52,2154,499,524,259,38.46,P
162100,3.1,29,-9999999,939,1328,590,38.44,P
118300,1.3712,-9999999,1179,282,354,176,38.48,P
136900,3.2315,35,2157,-9999999,768,322,38.54,P
153100,2.6726,33,1565,390,759,311,38.51,P
132700,,44,3234,746,1112,470,38.5,P
98700,2.1165,48,3939,860,1257,571,38.53,P
148800,3.7143,49,1141,239,-9999999,184,38.53,P
117000,2.6316,46,2280,492,807,366,38.5,P
146500,3.6343,37,2469,519,1137,474,38.49,P
187800,3.5085,27,3894,776,1832,715,38.48,P
249200,2.5687,25,1563,314,737,305,38.46,P
266200,4.7105,22,3328,550,-9999999,512,38.46,P
117100,2.7072,37,3169,719,777,344,38.49,P
251900,4.5,18,2021,353,912,329,38.46,P
240800,5.0555,4,7042,1100,2936,1043,38.58,P
195100,3.8616,8,6190,1088,2967,1000,38.55,P
183200,3.6583,13,-9999999,848,2568,762,38.52,P
250800,4.2716,9,3659,652,1889,632,38.53,P
139300,,12,2289,611,919,540,38.54,P
172900,3.276,27,1823,360,907,317,38.53,
213800,3.7768,5,3986,737,1887,687,38.54,P
173700,3.7361,23,2676,521,1456,500,,P
160000,2.1903,52,1514,348,767,354,38.62,P
183300,3.4013,52,1753,380,982,380,38.61,P
174000,,-9999999,2597,522,1231,499,38.62,P
176100,3.1875,18,2721,557,1667,-9999999,38.62,P
188600,3.8681,29,2176,385,1117,374,38.64,P
168800,3.2452,17,5199,1023,2036,890,38.58,P
201700,4.0294,41,2720,501,987,364,38.61,P
244600,4.5913,16,4418,704,1908,697,38.62,P
246200,4.6875,33,914,147,394,132,38.67,P
266700,5.1005,33,1530,266,728,250,38.57,P
287800,4.0781,26,4050,712,2072,636,38.64,P
151300,2.9792,37,1548,328,863,287,38.73,P
228000,3.7352,32,4073,-9999999,2053,629,38.68,P
-9999999,4.6953,18,2856,513,1027,405,38.77,P
210000,3.9063,43,1384,284,582,224,38.66,P
171900,3.375,16,4047,769,1998,673,38.79,P
140600,3.025,35,956,213,488,215,38.81,P
138800,3.2425,45,1717,389,916,367,38.81,P
-9999999,3.5156,21,360,96,131,74,38.8,P
134100,3.2546,32,2697,-9999999,1417,535,38.79,P
164400,2.8344,20,3109,712,1643,638,38.79,
295400,3.3125,9,5409,-9999999,594,327,38.7,P
-9999999,2.7171,38,1460,311,569,176,38.7,P
157500,3.3536,27,3658,764,1278,518,38.54,P
232600,3.9167,28,3297,676,923,-9999999,38.38,P
122900,2.9375,50,2530,524,940,-9999999,38.42,P
112500,2.3611,31,-9999999,217,280,139,38.46,P
262500,3.9336,18,-9999999,500,1128,414,38.38,P
268800,3.8589,16,1496,298,778,284,,P
364800,5.6445,8,3223,637,851,418,38.33,P
208300,3.3333,-9999999,471,84,195,-9999999,37.92,P
269500,3.2667,17,4227,729,1809,679,,P
173300,3.7031,27,4213,750,2142,746,37.81,P
-9999999,2.2024,20,570,112,304,108,37.76,P
183300,3.1136,27,508,93,263,81,37.73,P
275300,5.5228,14,3531,508,1505,497,37.76,P
187500,3.5833,16,1343,241,-9999999,195,37.73,P
282100,3.3182,-9999999,431,86,239,80,37.77,P
142700,3.5959,9,4838,920,2460,923,37.77,P
85400,,52,436,81,197,68,37.77,P
109400,1.7188,45,621,129,257,124,37.77,P
96400,3.825,38,1545,279,-9999999,266,37.77,P
94700,2.3523,28,1208,232,535,232,37.77,P
113300,1.7143,16,1174,249,601,242,37.76,P
77300,2.0833,20,651,157,421,151,37.77,P
77100,2.4717,37,1738,403,936,-9999999,37.77,P
88900,3.0917,32,964,198,623,201,37.76,P
116400,2.5655,16,2022,413,1126,408,37.76,P
85000,1.625,26,28,4,9,5,37.75,P
131200,3.3169,15,3553,659,1684,611,37.78,P
71300,,25,421,102,303,106,37.78,P
75000,2.4583,-9999999,404,96,261,100,37.77,P
87200,2.2386,30,1120,248,609,237,37.78,P
116700,1.6759,20,1717,403,1062,401,37.77,P
85200,1.3583,10,423,110,295,94,37.77,P
112500,2.9125,21,435,96,219,83,,P
121900,3.6875,16,893,164,548,155,37.79,P
-9999999,2.3023,37,1956,402,-9999999,397,,P
90200,2.3469,35,1166,268,515,266,,P
156500,3.0043,18,3453,666,1958,601,37.74,P
92700,2.8565,12,3609,712,2650,742,37.73,P
81500,2.6343,14,2799,618,2294,596,37.73,P
179500,4.3864,18,391,71,247,71,37.72,P
268800,2.4211,22,434,-9999999,195,86,37.71,P
160900,,14,9849,1887,4356,1780,37.7,
174400,3.8598,14,-9999999,909,2819,970,37.69,P
176700,3.25,19,1690,327,855,296,37.74,P
170200,2.4063,31,840,154,429,-9999999,37.73,
156300,1.6172,24,527,112,270,112,37.7,P
174100,4.4,25,1005,159,390,139,,P
248600,5.7476,19,3725,543,1412,463,37.73,P
435000,8.7783,14,2368,297,796,-9999999,37.74,P
161100,2.5486,23,1373,264,677,245,37.72,P
155900,4.9236,5,2256,420,-9999999,397,37.73,P
212500,3.375,39,223,37,92,37,37.71,P
129300,3.2246,19,6473,1212,3559,1123,37.69,
187500,3.2391,29,1343,223,751,225,37.7,P
220000,3.3482,30,1653,285,800,291,37.67,P
171400,3.8864,-9999999,-9999999,296,921,287,37.61,P
187500,2.875,43,1244,209,611,197,37.64,P
151900,3.462,7,9374,1847,4827,1722,37.7,P
197500,3.3036,52,349,59,121,40,37.7,P
195500,4.5332,5,9601,1639,4449,1575,37.69,P
131300,3.6023,25,207,41,87,43,37.71,P
137700,3.4632,6,2607,557,1266,475,37.69,P
125400,3.3438,16,3476,650,2126,665,37.7,P
175000,2.25,52,102,23,35,33,37.71,P
142200,3.2447,12,9148,1906,4656,1853,37.7,P
196900,3.4167,31,906,146,383,129,37.67,P
150100,4.6053,6,3655,598,1993,596,37.66,P
146400,4.5701,5,3096,545,1760,519,37.65,P
162800,4.1705,11,1658,301,913,298,37.66,P
129100,3.3567,8,-9999999,379,995,365,37.65,P
150000,3.9844,37,375,-9999999,120,37,37.65,P
162500,0.536,16,19,19,166,9,37.67,P
147500,3.4079,18,3469,-9999999,-9999999,628,37.69,P
135600,2.48,20,3275,760,1538,705,37.69,P
146200,5.5,33,828,123,373,133,37.68,P
182400,6.9682,15,1232,180,408,196,37.68,
158100,4.9904,-9999999,2911,445,1170,460,37.68,P
109700,3.5775,33,3230,587,1579,560,37.68,P
87500,1.125,26,-9999999,18,47,18,37.67,P
92700,2.0272,18,5129,1171,3622,1128,37.68,P
81400,2.3783,-9999999,1909,398,1140,380,37.68,P
145000,3.5208,19,3814,790,2219,804,37.69,P
146000,3.8065,5,4034,771,1967,742,37.69,P
160900,3.0217,9,6333,1355,-9999999,1265,37.69,
114500,3.996,25,3262,588,1834,578,37.68,P
110400,2.6567,20,3204,625,2016,605,,P
110500,3.7857,27,1956,327,1004,307,37.68,P
106400,3.5489,28,2875,-9999999,1608,558,37.68,P
162100,4.2471,4,13315,2424,6420,2289,37.68,P
137600,4.3864,15,3062,584,1624,538,37.67,P
138300,4.2823,16,4961,902,2654,804,37.66,P
188400,5.1473,16,4478,647,1990,672,37.66,P
225000,2.2279,37,136,20,72,22,37.65,P
138500,,6,3491,657,2075,644,37.67,P
148100,4.744,10,7566,1348,3227,1199,,P
290500,6.8654,17,1147,140,327,136,37.66,P
185100,5.5684,18,3176,468,1296,471,37.69,P
199400,6.4788,25,2773,384,1060,381,37.69,P
94900,2.6932,30,1975,-9999999,732,326,37.68,P
149600,3.1912,24,705,114,347,141,37.68,P
160900,3.4667,16,2793,476,1279,477,37.69,P
114300,3.072,15,4065,841,1986,680,,P
130300,3.1625,16,2349,446,1302,392,37.68,P
163700,4.7159,9,1114,172,529,174,37.68,P
112800,3.1848,27,4006,762,1806,-9999999,37.68,P
-9999999,2.2336,28,3269,647,1595,617,37.68,P
107400,2.1518,16,568,124,307,116,37.67,P
155500,3.65,13,1221,260,682,275,37.67,P
121200,3.3368,16,2493,535,1370,504,,P
118600,2.166,18,4197,1006,2203,874,37.68,P
117300,4.3851,16,1499,250,1292,271,37.67,P
114300,2.9219,17,2434,511,1558,546,37.67,P
163200,4.2969,18,1442,229,538,220,37.67,P
121500,2.4,31,1648,-9999999,792,294,37.67,P
137500,3.1286,19,1974,393,799,377,37.66,P
145200,3.8542,15,2485,434,1296,434,37.66,P
127900,3.5395,24,2930,588,1448,570,37.66,P
179800,2.0227,21,2760,632,1260,576,,P
114200,4.5208,33,1959,342,984,356,37.66,P
100600,2.6346,40,-9999999,616,1423,595,37.66,P
103100,2.5,36,826,167,-9999999,150,37.65,P
127100,0.9336,10,934,260,401,255,37.66,P
109100,2.7621,33,-9999999,298,824,302,37.67,P
90500,1.8315,28,1768,423,1066,392,37.67,P
-9999999,1.933,30,1718,395,914,400,37.66,
135600,2.5938,39,1748,329,831,302,37.66,P
106000,2.9137,46,1750,347,754,-9999999,37.66,P
86600,2.1487,-9999999,-9999999,623,1408,576,37.65,P
119000,2.5089,52,-9999999,803,1768,779,37.65,P
110200,2.5148,27,2278,479,995,449,37.67,P
108100,3.0721,37,2483,459,1072,445,37.67,P
151400,4.5,36,3679,613,1366,581,37.66,P
138100,3.2632,43,2369,413,944,-9999999,37.66,P
152000,3.9844,43,2039,331,875,342,37.66,P
149400,2.1969,47,1713,334,570,297,,P
111500,2.6722,32,3951,797,1916,740,37.67,P
-9999999,3.1857,-9999999,2162,459,1468,441,37.67,P
75500,2.1528,31,887,217,614,199,37.66,P
109900,3.1568,36,3495,641,1688,684,37.66,P
125000,1.6078,28,1437,400,806,338,37.66,P
106000,3.0645,20,2973,620,1996,570,37.65,P
102300,3.148,22,2001,387,1520,387,37.64,P
120000,3.0398,5,2881,584,1490,570,37.63,P
150000,3.3516,33,1438,237,569,208,37.64,P
-9999999,3.4125,37,1043,196,555,197,37.62,P
88300,2.1036,42,1437,307,1035,284,37.64,P
81800,1.564,35,-9999999,364,1290,352,,P
83900,2.5363,30,1721,399,1878,382,37.62,P
59000,1.7104,33,1469,370,1318,349,37.61,P
81300,2.8194,43,1241,-9999999,612,266,37.62,P
77700,2.5313,46,2331,508,1210,484,37.62,P
95800,1.6731,14,5737,1286,4722,1210,,P
75000,1.3036,52,201,35,-9999999,22,37.64,P
69900,1.9013,36,1981,507,1998,468,37.64,P
81300,1.0217,33,693,207,598,192,37.64,P
67500,1.2902,43,311,95,293,94,37.64,P
99600,2.7538,41,1580,385,881,-9999999,37.64,P
-9999999,,50,683,189,459,195,37.64,P
187500,0.6825,17,484,202,198,204,37.65,P
82500,0.4999,52,178,53,152,62,37.65,P
162500,0.9573,19,121,41,658,41,37.64,P
90600,1.1875,52,530,177,325,158,37.64,P
137500,3.9886,16,3960,716,1776,724,,P
90700,2.7917,41,1467,328,673,310,37.64,P
95500,2.0833,42,2359,504,1131,480,37.64,P
172200,7.3841,40,422,63,158,63,37.65,P
110700,3.1397,45,1913,335,839,-9999999,37.64,P
130300,2.1458,40,1791,359,679,322,37.64,P
82500,2.9783,19,-9999999,669,2426,663,37.66,P
76300,2.6523,36,1320,255,720,232,37.66,
81300,1.6767,26,1762,-9999999,855,308,37.64,P
119000,3.0577,13,5075,978,3033,-9999999,37.65,P
189200,4.25,1,2254,-9999999,402,112,37.65,P
275000,1.3696,23,-9999999,124,163,129,37.65,P
107000,2.6964,14,5200,-9999999,3221,1102,37.65,P
95500,2.4485,34,1700,325,972,326,37.65,P
88300,2.7209,32,3487,740,1957,685,37.64,P
69400,1.425,43,244,-9999999,176,60,37.63,P
450000,1.7679,39,-9999999,8,22,9,37.63,P
67500,3.625,36,60,-9999999,51,14,37.64,P
65000,1.6952,39,2617,659,2052,642,37.64,P
58800,1.7054,39,2360,607,-9999999,605,37.63,P
73800,1.75,31,215,62,192,66,37.63,P
80900,1.59,49,2051,500,1525,467,37.63,P
74900,1.9643,41,2764,639,2122,600,37.63,P
79500,1.8167,35,568,150,622,145,37.62,P
73700,2.0885,35,2074,477,1687,431,37.62,P
81300,1.9206,26,3819,955,3010,932,37.62,P
60000,2.4792,21,319,120,276,85,37.63,P
75000,1.0801,28,1153,420,1043,357,37.62,
54100,1.5515,37,2014,505,1787,515,37.62,
129300,3.4703,5,3655,696,2316,647,37.61,P
62900,2.273,36,2647,604,2045,-9999999,37.61,P
82100,2.6899,22,-9999999,925,3116,817,37.6,P
68000,2.5993,33,1009,238,1027,246,37.6,P
58400,2.1779,36,1437,-9999999,1073,320,37.6,P
60000,1.2857,39,512,132,443,127,37.61,P
145900,4.6484,2,5042,834,2784,787,37.59,P
122000,2.3849,11,4236,879,2410,850,37.59,P
63600,,-9999999,1727,439,1063,386,37.59,P
129300,3.8372,-9999999,3309,603,1796,555,37.61,P
142200,4.6833,17,-9999999,654,2034,-9999999,37.61,P
93400,1.9444,23,3497,887,2467,816,37.61,P
103900,1.871,16,1326,375,884,375,37.61,P
-9999999,2.9821,35,1493,278,729,-9999999,37.6,P
102900,3.5331,-9999999,3257,574,1804,588,37.6,P
81500,1.8466,43,1561,354,862,332,37.59,P
111300,2.3152,16,3964,824,2622,766,37.59,P
99500,2.0493,19,1549,-9999999,770,370,37.58,P
174800,3.7041,11,4981,814,1934,686,37.62,P
127800,2.9451,7,8489,1673,-9999999,1575,37.62,P
87500,1.2273,18,335,-9999999,189,67,37.68,P
137500,1.8958,16,284,51,239,46,37.7,P
116100,,24,2282,423,1167,398,37.69,P
143600,3.0809,5,6660,1217,3012,1087,37.69,P
170500,3.8984,40,1010,155,488,157,37.64,P
201300,2.69,20,3375,630,1505,598,,
96800,2.6417,8,3294,667,2277,652,37.64,P
84300,2.0385,25,3214,-9999999,-9999999,640,37.65,P
79200,1.4464,17,315,89,130,58,37.65,P
154200,5.6945,36,291,48,124,47,,P
81800,2.3906,27,-9999999,227,660,222,37.59,P
87900,3.2604,30,816,159,531,147,37.61,P
175000,3.9688,30,918,154,469,139,37.61,P
178600,3.6181,35,1395,264,756,253,37.58,P
171400,3.6629,30,1527,256,757,240,,P
193800,,-9999999,819,157,451,150,37.57,P
204300,,22,-9999999,267,774,249,37.57,P
142500,4.8958,30,455,70,220,69,37.62,P
86200,2.6619,32,4579,914,2742,856,37.6,P
133600,4.5625,25,1178,206,709,214,37.6,P
195800,2.151,33,1016,206,617,209,37.59,P
123100,3.7611,12,4485,805,2445,832,37.6,P
180500,2.6591,26,-9999999,279,642,236,37.59,P
65400,2.0521,26,3396,705,-9999999,694,37.57,P
166100,1.55,17,1812,361,672,334,37.56,P
154800,3.1125,29,1179,249,672,243,37.57,P
129700,2.6406,27,925,176,449,168,37.57,P
121400,1.7169,36,1285,270,706,273,37.58,P
82800,2.1875,27,958,184,580,177,37.6,P
91900,2.6705,32,1717,325,1356,307,37.56,P
97900,1.9728,32,946,198,624,173,37.55,P
129200,3.1875,33,613,123,343,116,37.5,P
187500,4.1346,26,467,93,244,83,37.48,P
125200,3.2396,5,4109,820,3062,713,37.48,P
115200,2.8833,38,2427,-9999999,1272,474,37.47,P
128100,3.7045,6,1772,332,1011,331,37.48,P
92700,2.1833,37,1995,448,1559,443,37.47,P
145600,3.5795,12,2263,-9999999,913,330,37.47,P
161900,5.2452,4,2919,503,1592,491,37.46,P
86500,2.3173,30,2110,406,1301,345,37.6,P
100000,2.8558,31,1223,330,1067,245,37.56,P
112500,0.536,33,69,28,47,-9999999,37.44,P
162500,3.0,34,294,49,147,47,37.5,P
170800,,37,1358,231,586,214,37.52,
162500,3.4464,33,1401,299,915,282,37.45,P
73500,3.5,52,504,96,295,97,37.42,
74200,2.5,42,412,75,227,75,37.43,P
75000,4.0,36,48,12,27,8,,P
112500,1.7188,-9999999,524,-9999999,329,96,37.33,P
95000,2.3583,-9999999,1045,233,632,230,37.37,P
71500,1.6214,17,1926,410,1054,321,37.33,P
106000,3.06,27,1333,230,730,229,,P
82100,2.2566,42,2905,-9999999,1457,551,37.32,P
115500,3.3824,6,2657,486,1409,392,37.3,P
141800,3.1523,14,3643,706,2070,697,37.53,P
156900,1.6445,18,2829,732,1751,712,37.53,P
175000,5.3168,18,-9999999,39,92,36,37.53,P
275000,2.5938,45,350,62,187,63,37.55,P
250000,2.2679,30,509,115,-9999999,115,37.54,P
157500,2.5402,42,1200,221,647,192,37.52,P
125000,3.4643,29,1468,245,747,-9999999,37.54,P
139100,2.3864,30,1288,237,720,233,37.51,P
135900,2.9844,32,1256,212,682,236,37.48,P
137500,2.1875,27,1380,270,810,262,37.43,P
96300,3.1641,-9999999,1802,335,1110,329,37.55,P
108300,3.3083,20,1417,263,853,263,37.53,P
-9999999,2.1932,29,1162,254,726,225,37.53,P
181300,1.875,15,570,123,189,107,37.53,P
-9999999,6.1324,20,707,114,282,86,37.54,P
145800,3.9286,13,2920,481,-9999999,490,37.52,P
131300,4.2188,17,729,134,-9999999,121,37.54,P
160700,3.4167,44,1186,225,687,234,37.49,P
110300,2.7857,11,2285,499,1468,471,37.47,P
159400,2.9135,-9999999,1118,195,647,209,37.48,P
145600,3.6597,29,1940,337,1070,332,37.45,P
133600,2.6103,2,1871,409,707,256,37.52,P
122500,3.1042,7,4966,985,2431,904,37.5,P
82800,1.9829,34,4272,996,2916,962,37.5,P
76400,1.9429,39,2840,733,-9999999,737,,
69500,1.6213,37,1084,271,893,236,37.49,P
89400,2.4706,22,2140,445,1441,409,37.49,P
61500,1.4063,42,264,-9999999,310,70,37.49,P
104600,2.7381,10,2874,612,1960,596,37.48,P
127100,3.4821,9,9885,1871,5372,1843,37.52,P
127500,2.2292,5,2899,745,1593,633,37.51,P
93100,1.5531,15,1131,285,728,281,37.51,P
97300,2.2083,47,2310,484,1126,447,37.5,P
85700,1.7227,52,1724,352,922,348,37.5,P
86100,1.4529,25,2383,576,1234,583,37.49,P
122400,3.5547,25,1611,285,882,-9999999,37.49,P
165800,4.4083,17,1664,253,736,254,37.51,P
150000,4.601,34,3078,477,1226,487,37.51,P
-9999999,4.4886,21,2974,495,1313,461,37.5,P
118500,3.375,30,1340,244,631,231,37.5,P
138400,2.7243,8,1191,242,688,260,37.51,P
106500,2.0643,14,6337,1593,3909,1480,37.51,P
150000,4.1859,6,1488,-9999999,773,259,37.52,P
124800,3.7065,16,4527,887,2531,825,37.52,P
126800,3.8958,20,1901,313,1258,320,37.51,P
198400,4.6635,13,3795,604,1639,609,37.51,P
110700,3.809,-9999999,4480,776,2271,767,39.16,P
103800,2.4183,7,1879,444,-9999999,410,39.16,P
-9999999,5.3946,27,-9999999,60,195,68,39.15,P
97100,2.4556,16,2037,464,1267,451,39.16,P
72500,1.5613,16,1547,418,940,400,39.15,P
73500,1.8849,27,2991,637,1419,606,39.15,P
74000,,36,2321,455,1168,489,39.15,P
65300,1.9375,23,1984,528,1043,452,39.15,P
68300,2.5038,39,1874,411,822,-9999999,39.14,P
61500,1.6902,41,2183,559,1202,506,39.14,P
65200,1.4661,44,2035,476,1030,453,39.14,P
64100,1.6719,41,1317,309,856,337,39.13,P
79500,1.8208,26,2355,531,1047,497,39.13,P
63400,2.2431,41,1147,243,583,239,,P
83800,1.6823,21,1432,328,-9999999,336,39.13,P
98800,,34,1991,348,804,344,39.12,P
65900,,35,2787,587,1431,601,39.12,P
53000,1.4727,33,2559,539,1583,504,39.13,P
225000,1.3348,21,1299,-9999999,1494,311,39.12,P
94200,4.2188,26,1405,204,627,215,39.12,P
117500,4.3864,32,2574,425,1099,391,39.12,P
-9999999,3.2465,5,2320,502,-9999999,489,39.11,P
-9999999,4.174,-9999999,3585,548,1757,577,39.1,P
123800,4.2792,11,3519,577,1459,549,39.11,P
99700,3.8534,21,2693,481,1337,435,39.09,P
179700,3.4698,17,1969,297,717,268,39.13,P
89100,,11,4833,944,2336,841,,P
-9999999,4.0625,19,1366,220,596,203,39.11,P
110700,4.2656,13,6408,-9999999,3294,1106,39.12,P
92900,3.3793,18,3212,542,1817,508,39.11,P
96200,4.45,27,2098,372,1090,333,39.09,P
94600,3.3958,26,2121,375,1125,366,39.18,P
115200,4.3833,14,2774,451,1292,428,39.15,P
112300,3.6111,22,2264,390,1056,403,39.14,P
134000,2.0978,13,1907,347,821,367,39.18,P
102400,3.4426,22,2144,376,1200,370,39.15,P
114800,2.3963,16,5022,1103,-9999999,956,39.16,P
124900,5.234,15,2659,396,1159,407,39.15,P
101400,4.0,37,1871,321,806,294,,P
61600,1.5281,29,1860,400,1137,365,39.29,P
64100,1.8095,25,2857,662,2076,-9999999,39.28,P
100000,,37,1189,248,627,219,,P
-9999999,1.6315,29,3041,683,-9999999,687,39.26,P
72500,2.4464,25,3819,702,1983,658,39.23,P
-9999999,2.8,20,2302,412,1205,399,39.15,P
97900,3.2917,42,1282,198,451,159,39.1,P
62000,2.125,45,845,155,343,136,39.14,P
67500,3.6111,48,540,110,234,74,38.94,P
110400,1.7417,46,645,131,410,122,38.85,P
86000,2.6597,-9999999,412,93,304,95,38.87,P
118800,1.9797,-9999999,1826,-9999999,1068,318,38.96,P
100000,3.3125,26,2668,510,1437,505,39.07,P
106300,2.7039,34,2129,350,969,314,,P
98200,,32,1650,313,802,284,38.9,P
258300,1.7857,25,778,135,340,155,38.81,P
137500,2.9324,29,1716,323,850,282,,P
72700,,26,633,129,305,140,40.05,P
94000,2.3657,19,2611,503,1185,483,40.09,P
82300,2.5197,34,-9999999,-9999999,1029,376,40.14,P
79100,3.3594,28,1782,-9999999,873,311,40.2,
79800,2.881,26,4815,910,1341,539,40.34,P
106300,,14,388,108,-9999999,17,40.12,P
83900,2.6827,16,1978,375,961,333,40.32,P
-9999999,2.6352,12,3848,689,2008,683,40.32,P
81300,3.0833,10,2336,426,-9999999,368,40.32,P
84800,3.1361,16,2077,388,1155,389,40.09,P
55600,,15,3873,810,1697,627,39.9,P
87500,1.3889,16,396,78,188,72,40.17,P
137900,3.1908,15,2102,358,957,371,40.26,P
87700,2.8447,16,2722,511,1366,495,40.2,P
104300,3.5,10,1621,318,866,283,40.25,P
-9999999,2.0425,35,2467,469,1194,444,40.19,P
70500,3.7,29,1912,336,859,325,40.19,P
128800,4.2917,17,762,138,322,139,40.2,P
60800,1.6483,39,2191,493,1307,499,40.18,P
51900,,51,2378,584,-9999999,494,40.17,P
54100,1.8077,47,1554,308,846,301,40.17,P
-9999999,2.3517,13,-9999999,803,1754,-9999999,40.18,P
84400,2.6149,19,3404,731,-9999999,683,40.2,P
73600,,30,2750,476,1296,464,,P
63200,2.1898,30,744,156,410,165,40.18,P
64900,1.9727,19,3182,630,1741,642,40.17,P
-9999999,2.035,19,2500,509,1293,494,40.16,P
64700,2.225,21,1401,331,651,-9999999,40.17,P
51600,1.787,14,2297,573,1637,551,40.15,
59200,2.4375,15,1677,346,858,327,40.15,P
59000,1.7708,24,1631,340,1042,333,40.11,P
55000,1.9773,21,1548,290,744,265,40.07,P
68200,2.25,30,1952,397,-9999999,333,40.02,P
-9999999,1.4923,31,2053,465,1193,447,40.07,P
63300,2.125,21,916,194,451,178,40.01,P
58400,1.7566,25,2516,-9999999,1266,494,40.03,
68400,2.3043,32,1435,277,690,254,40.02,P
58200,,27,852,176,464,148,39.94,P
91700,2.625,27,1065,214,508,198,39.82,P
77200,2.3929,16,4006,797,2028,752,39.91,P
60800,1.9038,16,1566,306,652,287,39.92,P
57400,2.2292,32,2352,477,1316,447,39.94,P
62700,,27,1079,222,625,197,39.97,
86400,2.207,21,2087,382,888,361,39.95,P
54400,1.9191,9,1296,287,768,260,39.93,P
79800,1.8375,21,1730,350,982,322,39.86,P
54200,1.023,20,2563,658,1363,611,39.92,P
59500,2.1759,-9999999,1387,-9999999,610,237,39.93,P
53500,1.8571,-9999999,2467,529,1433,-9999999,39.91,P
90400,3.631,32,817,206,224,89,41.15,P
88900,2.7083,16,2050,471,588,195,40.93,P
93100,3.2891,29,1637,297,-9999999,270,40.77,P
-9999999,2.3667,-9999999,3758,798,1685,757,40.78,P
102100,2.3958,14,712,131,270,90,40.76,P
71700,2.125,17,3851,818,1352,560,40.75,P
81300,1.7393,12,1350,300,423,172,40.56,P
94200,2.0268,17,1498,331,574,242,40.67,P
88800,2.4792,-9999999,2231,421,987,364,40.71,P
66000,1.125,23,141,-9999999,47,23,40.99,P
75000,2.2115,20,2680,599,918,345,40.88,P
79200,1.9107,15,619,160,287,104,40.79,P
79200,1.625,-9999999,767,206,301,121,40.77,P
84700,1.8933,18,1650,377,675,-9999999,40.85,
55000,,17,769,-9999999,301,126,40.61,P
65000,1.1602,23,708,202,316,136,40.6,P
73700,1.7262,18,1451,278,695,254,40.58,P
49600,1.9034,27,1573,361,847,330,40.54,P
61500,1.8696,23,1091,217,539,201,40.54,P
48800,1.375,16,241,84,152,61,40.51,P
-9999999,0.4999,15,661,-9999999,131,57,40.43,P
37500,1.7969,10,365,102,140,49,40.4,P
14999,0.536,36,98,28,-9999999,8,40.31,P
41300,2.8472,27,1848,449,396,150,40.16,P
64500,2.7083,19,518,108,216,80,40.34,P
67500,3.625,20,133,35,87,37,40.22,P
87500,0.8362,17,449,151,141,53,40.07,P
80000,3.1964,18,1302,424,320,133,36.66,N
85200,2.9828,30,2747,515,1368,453,36.54,N
118800,1.742,24,1268,-9999999,636,-9999999,,N
143300,,20,1431,416,570,225,36.57,N
139700,3.0391,20,2749,575,1195,491,36.41,N
147100,4.0703,10,2271,398,986,358,36.32,N
118800,2.5417,33,560,90,310,113,36.61,N
59100,1.6722,35,1675,373,1131,316,36.56,N
57400,1.8163,33,1470,330,1222,301,36.54,N
-9999999,1.8429,18,2581,628,2732,592,36.54,N
65600,2.5521,21,2467,520,1721,515,36.55,N
109100,,32,728,136,461,149,36.57,N
41700,1.1728,27,1546,415,1704,395,36.48,N
100000,2.3438,26,337,69,277,73,36.47,N
106300,3.1719,38,402,86,311,87,36.48,N
-9999999,2.0857,22,1389,290,1185,271,36.44,N
62000,2.6445,39,3027,608,2199,592,36.52,N
-9999999,2.9554,32,3451,625,1968,574,36.5,N
93500,2.75,27,1621,-9999999,882,324,36.55,N
108900,4.2222,28,2112,363,1011,335,36.54,N
67400,2.5141,19,3000,628,2202,590,36.55,N
80400,,30,1669,314,837,325,36.55,N
